Date,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,month,day
2010-10-20,2,70,46,58,M,35,46,7, 0,-,-, ,M,M,M,  T,29.09,29.77,9.9,26,12.2,10,320
2010-10-21,1,56,38,47,-3,30,40,18, 0,0611,1701, ,0,M,0.0,0.00,29.25,29.96,9.4,30,10.0,10,321
2010-10-21,2,56,41,49,M,29,40,16, 0,-,-, ,M,M,M,0.00,29.31,29.96,8.5,30,8.8,10,321
2010-10-22,1,64,33,49,-1,31,42,16, 0,0612,1660, ,0,M,0.0,0.02,29.34,30.07,5.8,21,6.5,10,322
2010-10-22,2,65,37,51,M,29,42,14, 0,-,-, ,M,M,M,0.01,29.41,30.08,4.9,21,5.1,10,322
2010-10-23,1,65,54,60,11,47,53,5, 0,0613,1658,RA BR,0,M,0.0,0.10,29.20,29.94,10.0,21,11.4,10,323
2010-10-23,2,67,54,61,M,43,52,4, 0,-,-,TSRA RA BR,M,M,M,0.21,29.26,29.95,9.8,20,10.3,10,323
2010-10-24,1,72,54,63,14,53,57,2, 0,0614,1657,RA BR,0,M,0.0,0.05,28.98,29.74,8.4,21,9.6,10,324
2010-10-24,2,73,57,65,M,51,57,0, 0,-,-,TSRA,M,M,M,1.01,29.05,29.74,7.7,20,8.5,10,324
2010-10-25,1,72,56,64,16,56,60,1, 0,0616,1656,BR,0,M,0.0,0.00,28.74,29.50,11.6,19,12.4,10,325
2010-10-25,2,72,57,65,M,56,60,0, 0,-,-,BR,M,M,M,0.01,28.80,29.50,10.1,19,10.7,10,325
2010-10-26,1,70,54,62,14,47,53,3, 0,0617,1654,RA BR,0,M,0.0,0.24,28.55,29.25,24.1,21,26.3,10,326
2010-10-26,2,71,54,63,M,47,54,2, 0,-,-,RA BR,M,M,M,0.40,28.63,29.23,19.2,21,21.4,10,326
2010-10-27,1,65,43,54, 6,32,44,11, 0,0618,1653, ,0,M,0.0,0.00,28.92,29.59,21.8,24,23.2,10,327
2010-10-27,2,65,43,54,M,31,45,11, 0,-,-, ,M,M,M,0.00,29.00,29.60,20.8,25,22.1,10,327
2010-10-28,1,46,39,43,-4,31,38,22, 0,0619,1651, ,0,M,0.0,  T,29.43,30.10,13.7,28,14.1,10,328
2010-10-28,2,46,39,43,M,30,38,22, 0,-,-, ,M,M,M,0.00,29.49,30.12,14.9,28,15.2,10,328
2010-10-29,1,50,31,41,-6,27,36,24, 0,0620,1650, ,0,M,0.0,0.00,29.48,30.24,6.2,24,8.9,10,329
2010-10-29,2,50,33,42,M,26,36,23, 0,-,-, ,M,M,M,0.00,29.55,30.25,5.3,24,7.0,10,329
2010-10-30,1,63,42,53, 7,32,42,12, 0,0622,1649, ,0,M,0.0,0.00,29.14,29.88,6.5,25,13.3,10,330
2010-10-30,2,63,41,52,M,32,42,13, 0,-,-, ,M,M,M,0.00,29.21,29.90,6.1,24,13.3,10,330
2010-10-31,1,52,36,44,-2,30,38,21, 0,0623,1647, ,0,M,0.0,0.00,29.49,30.20,5.8,1,6.9,10,331
2010-10-31,2,52,39,46,M,31,40,19, 0,-,-, ,M,M,M,0.00,29.55,30.20,9.0,3,9.9,10,331
2011-05-01,1,63,47,55, 2,37,47,10, 0,0448,1849, ,0,M,0.0,0.00,29.26,29.95,11.4,26,11.9,5,151
2011-05-01,2,64,52,58,M,37,48,7, 0,-,-, ,M,M,M,0.00,29.32,29.94,11.2,26,11.6,5,151
2011-05-02,1,59,42,51,-3,31,42,14, 0,0447,1850, ,0,M,0.0,0.00,29.46,30.17,5.3,36,9.9,5,152
2011-05-02,2,60,43,52,M,31,42,13, 0,-,-, ,M,M,M,0.00,29.52,30.16,4.6,36,9.9,5,152
2011-05-03,1,50,37,44,-10,31,38,21, 0,0446,1851,RA,0,M,0.0,  T,29.50,30.23,6.7,3,7.6,5,153
2011-05-03,2,51,38,45,M,30,38,20, 0,-,-,DZ,M,M,M,  T,29.56,30.23,8.2,2,8.7,5,153
2011-05-04,1,59,37,48,-6,29,40,17, 0,0444,1852, ,0,M,0.0,0.00,29.63,30.37,4.6,3,7.6,5,154
2011-05-04,2,57,37,47,M,29,40,18, 0,-,-, ,M,M,M,0.00,29.70,30.37,4.9,3,7.3,5,154
2011-05-05,1,63,35,49,-6,40,46,16, 0,0443,1853,RA BR,0,M,0.0,0.06,29.33,30.12,10.9,20,11.5,5,155
2011-05-05,2,62,41,52,M,39,46,13, 0,-,-,RA,M,M,M,0.10,29.40,30.13,10.4,19,10.9,5,155
2011-05-06,1,68,44,56, 1,39,48,9, 0,0442,1855,RA,0,M,0.0,  T,29.11,29.87,6.8,28,7.8,5,156
2011-05-06,2,69,45,57,M,39,49,8, 0,-,-,BR,M,M,M,0.00,29.18,29.87,7.9,27,9.3,5,156
2011-05-07,1,60,43,52,-3,44,48,13, 0,0441,1856, ,0,M,0.0,  T,29.13,29.85,5.1,5,6.9,5,157
2011-05-07,2,60,46,53,M,46,50,12, 0,-,-, ,M,M,M,  T,29.18,29.84,5.3,5,7.9,5,157
2011-05-08,1,68,39,54,-2,43,49,11, 0,0439,1857, ,0,M,0.0,0.00,29.27,29.98,6.6,6,7.2,5,158
2011-05-08,2,68,44,56,M,44,50,9, 0,-,-, ,M,M,M,0.00,29.33,29.97,6.9,6,7.8,5,158
2011-05-09,1,73,47,60, 4,45,53,5, 0,0438,1858,RA,0,M,0.0,  T,29.15,29.89,14.3,11,14.7,5,159
2011-05-09,2,74,51,63,M,46,55,2, 0,-,-, ,M,M,M,  T,29.21,29.89,15.3,12,15.6,5,159
2011-05-10,1,90,62,76,20,61,66,0,11,0437,1859, ,0,M,0.0,0.00,29.00,29.72,6.2,14,8.6,5,160
2011-05-10,2,91,64,78,M,60,66,0,13,-,-,HZ,M,M,M,0.00,29.06,29.71,7.3,17,8.6,5,160
2011-05-11,1,87,63,75,18,66,68,0,10,0436,1860,TS TSRA BR HZ,0,M,0.0,0.13,29.10,29.80,3.5,14,6.6,5,161
2011-05-11,2,88,67,78,M,65,69,0,13,-,-,BR HZ,M,M,M,0.28,29.16,29.78,4.4,14,6.4,5,161
2011-05-12,1,86,58,72,15,63,66,0, 7,0435,1901,TS TSRA BR,0,M,0.0,0.29,29.08,29.79,5.6,19,8.1,5,162
2011-05-12,2,87,63,75,M,61,66,0,10,-,-,TS BR HZ,M,M,M,0.02,29.13,29.78,4.3,19,7.4,5,162
2011-05-13,1,77,47,62, 4,54,56,3, 0,0434,1902,RA BR,0,M,0.0,0.02,29.00,29.73,10.1,3,11.0,5,163
2011-05-13,2,77,47,62,M,54,57,3, 0,-,-, ,M,M,M,0.01,29.07,29.71,10.5,1,11.5,5,163
2011-05-14,1,53,45,49,-9,47,48,16, 0,0433,1903,RA BR,0,M,0.0,0.31,29.01,29.73,16.7,2,16.9,5,164
2011-05-14,2,51,46,49,M,46,47,16, 0,-,-,RA DZ BR,M,M,M,0.43,29.05,29.72,17.0,1,17.2,5,164
2011-05-15,1,46,41,44,-14,36,41,21, 0,0432,1904,RA BR,0,M,0.0,0.31,29.15,29.86,21.4,2,21.4,5,165
2011-05-15,2,48,42,45,M,38,42,20, 0,-,-,RA BR,M,M,M,0.37,29.19,29.84,18.8,1,18.9,5,165
2011-05-16,1,52,37,45,-14,30,40,20, 0,0431,1905, ,0,M,0.0,0.00,29.28,30.01,13.5,2,13.9,5,166
2011-05-16,2,53,40,47,M,31,40,18, 0,-,-, ,M,M,M,0.00,29.34,30.01,13.9,1,14.1,5,166
2011-05-17,1,60,40,50,-9,33,43,15, 0,0430,1906, ,0,M,0.0,0.00,29.21,29.96,12.2,3,12.7,5,167
2011-05-17,2,60,40,50,M,35,44,15, 0,-,-, ,M,M,M,0.00,29.27,29.95,13.1,2,13.6,5,167
2011-05-18,1,57,49,53,-7,48,49,12, 0,0429,1907,RA DZ BR,0,M,0.0,0.07,29.16,29.89,6.2,2,7.1,5,168
2011-05-18,2,61,50,56,M,49,51,9, 0,-,-,RA BR HZ,M,M,M,0.03,29.21,29.88,6.6,1,7.0,5,168
2011-05-19,1,72,49,61, 1,53,56,4, 0,0428,1908,BR HZ,0,M,0.0,0.00,29.29,30.00,3.6,2,5.8,5,169
2011-05-19,2,73,50,62,M,53,55,3, 0,-,-,BR HZ VCFG,M,M,M,0.00,29.36,30.00,3.0,2,5.0,5,169
2011-05-20,1,73,50,62, 1,54,57,3, 0,0427,1909,BR,0,M,0.0,0.00,29.30,30.03,5.5,6,6.0,5,170
2011-05-20,2,72,50,61,M,53,56,4, 0,-,-,BR,M,M,M,0.00,29.36,30.03,5.4,7,6.2,5,170
2011-05-21,1,75,50,63, 2,59,62,2, 0,0426,1910,BR,0,M,0.0,0.01,29.13,29.87,7.0,15,8.1,5,171
2011-05-21,2,76,51,64,M,59,62,1, 0,-,-,HZ,M,M,M,  T,29.20,29.87,8.1,15,9.0,5,171
2011-05-22,1,87,61,74,13,60,64,0, 9,0425,1911,TSRA RA BR,0,M,  T,0.58,28.95,29.70,10.3,19,11.4,5,172
2011-05-22,2,88,65,77,M,59,65,0,12,-,-,TSRA,M,M,M,0.12,29.02,29.69,11.2,18,11.6,5,172
2011-05-23,1,79,60,70, 9,59,64,0, 5,0425,1912, ,0,M,0.0,  T,28.92,29.62,10.0,25,11.3,5,173
2011-05-23,2,80,65,73,M,59,64,0, 8,-,-, ,M,M,M,  T,28.98,29.61,11.3,24,12.5,5,173
2011-05-24,1,66,47,57,-5,47,51,8, 0,0424,1913, ,0,M,0.0,0.11,29.15,29.86,12.0,4,12.4,5,174
2011-05-24,2,69,48,59,M,47,53,6, 0,-,-, ,M,M,M,0.01,29.21,29.84,11.1,3,11.5,5,174
2011-05-25,1,67,47,57,-5,52,53,8, 0,0423,1914,TSRA RA BR,0,M,0.0,2.24,28.92,29.67,10.7,3,11.7,5,175
2011-05-25,2,75,49,62,M,53,55,3, 0,-,-,TSRA RA BR,M,M,M,1.90,28.97,29.65,7.8,3,10.1,5,175
2011-05-26,1,49,43,46,-16,40,43,19, 0,0422,1915,RA BR,0,M,0.0,1.06,29.15,29.84,17.7,2,17.8,5,176
2011-05-26,2,50,43,47,M,40,43,18, 0,-,-,RA BR,M,M,M,0.61,29.19,29.83,18.8,1,18.9,5,176
2011-05-27,1,58,40,49,-13,41,46,16, 0,0422,1916,RA,0,M,0.0,  T,29.21,29.93,7.3,5,8.7,5,177
2011-05-27,2,58,42,50,M,41,46,15, 0,-,-,RA,M,M,M,0.01,29.27,29.94,6.6,4,8.0,5,177
2011-05-28,1,62,51,57,-6,55,55,8, 0,0421,1916,RA BR,0,M,0.0,0.12,29.10,29.83,6.0,18,6.7,5,178
2011-05-28,2,64,52,58,M,55,57,7, 0,-,-,TSRA RA DZ BR HZ,M,M,M,0.23,29.16,29.83,4.4,18,5.8,5,178
2011-05-29,1,70,52,61,-3,59,60,4, 0,0421,1917,TS RA FG+ FG BR,0,M,0.0,1.88,29.16,29.86,3.6,11,5.7,5,179
2011-05-29,2,72,57,65,M,60,61,0, 0,-,-,TSRA RA FG+ BR,M,M,M,0.92,29.23,29.86,3.6,11,6.6,5,179
2011-05-30,1,88,56,72, 8,65,69,0, 7,0420,1918, ,0,M,0.0,0.00,29.26,29.97,12.4,20,12.8,5,180
2011-05-30,2,90,65,78,M,65,70,0,13,-,-, ,M,M,M,0.00,29.33,29.96,11.2,19,11.6,5,180
2011-05-31,1,85,69,77,13,64,68,0,12,0420,1919,TS,0,M,0.0,0.08,29.34,30.04,12.4,22,13.2,5,181
2011-05-31,2,88,69,79,M,65,70,0,14,-,-,RA,M,M,M,  T,29.41,30.02,12.4,22,13.2,5,181
2011-06-01,1,81,59,70, 6,49,59,0, 5,0419,1920, ,0,M,0.0,0.00,29.44,30.17,10.7,27,10.5,6,181
2011-06-01,2,82,63,73,M,49,59,0, 8,-,-, ,M,M,M,0.00,29.51,30.15,11.5,26,11.5,6,181
2011-06-02,1,69,56,63,-1,44,53,2, 0,0419,1920,RA,0,M,0.0,0.02,29.45,30.19,9.0,6,9.4,6,182
2011-06-02,2,69,57,63,M,45,53,2, 0,-,-,RA,M,M,M,  T,29.51,30.18,8.9,6,9.6,6,182
2011-06-03,1,87,55,71, 7,62,67,0, 6,0418,1921, ,0,M,0.0,0.01,29.31,30.04,10.8,17,11.5,6,183
2011-06-03,2,88,57,73,M,61,67,0, 8,-,-,RA,M,M,M,0.18,29.37,30.03,10.0,16,10.6,6,183
2011-06-04,1,92,64,78,14,64,68,0,13,0418,1922,TSRA,0,M,0.0,0.18,29.31,30.02,1.4,26,8.5,6,184
2011-06-04,2,91,67,79,M,64,69,0,14,-,-, ,M,M,M,0.50,29.38,30.00,3.0,26,8.1,6,184
2011-06-05,1,85,60,73, 8,55,62,0, 8,0417,1923, ,0,M,0.0,  T,29.36,30.08,3.1,7,5.4,6,185
2011-06-05,2,84,63,74,M,55,62,0, 9,-,-, ,M,M,M,0.01,29.41,30.06,2.7,8,5.0,6,185
2011-06-06,1,93,60,77,11,64,69,0,12,0417,1923, ,0,M,0.0,0.00,29.15,29.89,8.5,20,9.7,6,186
2011-06-06,2,94,62,78,M,63,69,0,13,-,-, ,M,M,M,0.00,29.22,29.88,7.8,20,8.6,6,186
2011-06-07,1,96,75,86,20,65,72,0,21,0417,1924, ,0,M,0.0,0.00,29.11,29.82,10.3,23,10.6,6,187
2011-06-07,2,96,77,87,M,64,72,0,22,-,-, ,M,M,M,0.00,29.18,29.80,9.7,23,10.1,6,187
2011-06-08,1,95,66,81,15,64,71,0,16,0417,1925,TSRA,0,M,0.0,0.17,29.13,29.81,11.6,24,13.4,6,188
2011-06-08,2,96,67,82,M,63,71,0,17,-,-,TSRA BR,M,M,M,0.69,29.20,29.80,9.3,23,12.1,6,188
2011-06-09,1,69,50,60,-6,52,55,5, 0,0416,1925,TSRA RA BR,0,M,  T,0.93,29.28,30.00,8.0,4,12.5,6,189
2011-06-09,2,69,52,61,M,54,56,4, 0,-,-,TSRA BR,M,M,M,2.17,29.34,29.98,7.0,4,12.0,6,189
2011-06-10,1,69,51,60,-7,56,57,5, 0,0416,1926,RA BR HZ,0,M,0.0,0.52,29.21,29.94,6.4,3,8.0,6,190
2011-06-10,2,71,51,61,M,56,58,4, 0,-,-,TS TSRA BR HZ,M,M,M,0.44,29.26,29.92,6.1,1,7.5,6,190
2011-06-11,1,62,52,57,-10,54,55,8, 0,0416,1926,RA DZ FG+ FG BR,0,M,0.0,0.03,29.24,29.95,4.7,5,5.7,6,191
2011-06-11,2,65,53,59,M,54,56,6, 0,-,-,TSRA RA DZ BR,M,M,M,0.10,29.29,29.94,5.4,2,5.8,6,191
2011-06-12,1,64,50,57,-11,45,52,8, 0,0416,1927,BR,0,M,0.0,0.00,29.38,30.10,8.3,3,8.9,6,192
2011-06-12,2,64,51,58,M,45,52,7, 0,-,-, ,M,M,M,0.00,29.44,30.09,9.4,2,9.9,6,192
2011-06-13,1,72,54,63,-5,43,53,2, 0,0416,1927, ,0,M,0.0,0.00,29.39,30.11,7.5,6,7.8,6,193
2011-06-13,2,71,56,64,M,43,53,1, 0,-,-, ,M,M,M,0.00,29.44,30.11,8.0,6,8.7,6,193
2011-06-14,1,77,53,65,-3,49,56,0, 0,0416,1928, ,0,M,0.0,0.00,29.25,30.01,7.8,9,8.6,6,194
2011-06-14,2,77,58,68,M,49,57,0, 3,-,-, ,M,M,M,0.00,29.31,30.00,7.8,9,8.3,6,194
2011-06-15,1,71,57,64,-4,59,61,1, 0,0416,1928,TSRA RA BR,0,M,0.0,0.80,29.00,29.73,9.2,15,11.2,6,195
2011-06-15,2,72,57,65,M,59,62,0, 0,-,-,TSRA RA BR,M,M,M,0.84,29.07,29.73,8.4,16,11.2,6,195
2011-06-16,1,81,61,71, 2,59,63,0, 6,0416,1929,RA BR,0,M,0.0,0.04,29.05,29.76,5.5,29,7.5,6,196
2011-06-16,2,81,62,72,M,59,63,0, 7,-,-,RA BR,M,M,M,0.03,29.12,29.75,6.6,26,9.1,6,196
2011-06-17,1,82,60,71, 2,60,64,0, 6,0416,1929, ,0,M,0.0,0.00,29.13,29.83,5.8,6,6.6,6,197
2011-06-17,2,82,64,73,M,60,65,0, 8,-,-, ,M,M,M,0.00,29.18,29.81,5.3,7,6.2,6,197
2011-06-18,1,84,61,73, 3,62,65,0, 8,0416,1929, ,0,M,0.0,0.00,29.10,29.82,4.6,6,6.4,6,198
2011-06-18,2,83,63,73,M,62,66,0, 8,-,-, ,M,M,M,0.00,29.16,29.80,4.5,8,6.4,6,198
2011-06-19,1,81,63,72, 2,65,68,0, 7,0416,1930, ,0,M,0.0,0.00,29.03,29.75,4.1,11,5.2,6,199
2011-06-19,2,83,65,74,M,65,69,0, 9,-,-,BR,M,M,M,0.00,29.08,29.73,3.7,14,4.9,6,199
2011-06-20,1,79,65,72, 2,67,69,0, 7,0416,1930,TSRA RA BR,0,M,0.0,0.18,29.01,29.72,6.2,16,8.1,6,200
2011-06-20,2,80,69,75,M,67,69,0,10,-,-,TSRA BR,M,M,M,1.23,29.07,29.70,8.0,16,9.5,6,200
2011-06-21,1,89,66,78, 8,70,72,0,13,0416,1930,RA BR SQ,0,M,0.0,0.45,28.92,29.64,11.5,18,12.1,6,201
2011-06-21,2,89,69,79,M,70,73,0,14,-,-,TSRA RA BR,M,M,M,0.08,28.98,29.63,11.0,18,11.8,6,201
2011-06-22,1,73,64,69,-1,63,65,0, 4,0417,1931,RA,0,M,0.0,0.02,28.89,29.59,12.6,21,13.4,6,202
2011-06-22,2,75,66,71,M,62,65,0, 6,-,-, ,M,M,M,0.02,28.95,29.59,12.9,21,13.4,6,202
2011-06-23,1,71,62,67,-3,59,62,0, 2,0417,1931,RA BR,0,M,0.0,0.01,28.90,29.60,11.4,26,12.7,6,203
2011-06-23,2,72,63,68,M,60,63,0, 3,-,-,RA BR,M,M,M,0.05,28.96,29.60,12.6,26,13.5,6,203
2011-06-24,1,68,60,64,-7,56,59,1, 0,0417,1931, ,0,M,0.0,0.00,29.08,29.76,9.4,29,9.6,6,204
2011-06-24,2,68,60,64,M,55,59,1, 0,-,-, ,M,M,M,0.00,29.13,29.76,8.5,29,8.7,6,204
2011-06-25,1,79,58,69,-2,53,60,0, 4,0417,1931, ,0,M,0.0,0.00,29.21,29.92,2.5,10,4.6,6,205
2011-06-25,2,78,61,70,M,52,60,0, 5,-,-,RA,M,M,M,  T,29.28,29.91,3.9,9,5.8,6,205
2011-06-26,1,81,57,69,-2,53,60,0, 4,0418,1931, ,0,M,0.0,0.00,29.23,29.94,5.8,9,6.9,6,206
2011-06-26,2,80,64,72,M,53,61,0, 7,-,-, ,M,M,M,0.00,29.28,29.93,6.5,9,7.0,6,206
2011-06-27,1,81,65,73, 2,63,67,0, 8,0418,1931,RA HZ,0,M,0.0,0.03,29.08,29.80,6.9,21,10.8,6,207
2011-06-27,2,80,67,74,M,64,67,0, 9,-,-,RA BR,M,M,M,0.14,29.15,29.79,6.4,21,9.2,6,207
2011-06-28,1,81,63,72, 1,54,61,0, 7,0419,1931, ,0,M,0.0,0.00,29.28,29.98,9.1,30,9.6,6,208
2011-06-28,2,81,65,73,M,53,61,0, 8,-,-, ,M,M,M,0.00,29.34,29.97,7.2,30,8.6,6,208
2011-06-29,1,81,59,70,-1,56,62,0, 5,0419,1931, ,0,M,0.0,0.00,29.35,30.06,3.7,8,5.4,6,209
2011-06-29,2,80,63,72,M,55,62,0, 7,-,-, ,M,M,M,0.00,29.41,30.04,3.9,8,5.9,6,209
2011-06-30,1,88,60,74, 2,62,67,0, 9,0419,1931, ,0,M,0.0,  T,29.28,30.00,8.2,17,9.4,6,210
2011-06-30,2,89,66,78,M,61,67,0,13,-,-,TS TSRA RA VCTS,M,M,M,0.03,29.34,29.99,9.2,16,10.6,6,210
2011-07-01,1,89,72,81, 9,62,68,0,16,0420,1931, ,0,M,0.0,0.00,29.24,29.96,14.3,18,14.9,7,211
2011-07-01,2,89,70,80,M,63,68,0,15,-,-,TS RA,M,M,M,0.01,29.31,29.95,10.4,18,10.8,7,211
2011-07-02,1,94,71,83,11,70,74,0,18,0420,1931,BR,0,M,0.0,0.00,29.25,29.95,3.9,24,8.3,7,212
2011-07-02,2,93,73,83,M,71,74,0,18,-,-,BR,M,M,M,0.00,29.31,29.94,3.1,23,7.5,7,212
2011-07-03,1,84,69,77, 5,57,65,0,12,0421,1931, ,0,M,0.0,0.00,29.28,29.98,4.7,2,5.9,7,213
2011-07-03,2,86,70,78,M,58,65,0,13,-,-, ,M,M,M,0.00,29.33,29.96,4.4,3,6.1,7,213
2011-07-04,1,89,65,77, 5,55,64,0,12,0422,1930, ,0,M,0.0,0.00,29.26,29.97,2.9,5,4.3,7,214
2011-07-04,2,88,68,78,M,53,63,0,13,-,-,FU,M,M,M,0.00,29.32,29.95,3.3,7,4.5,7,214
2011-07-05,1,91,68,80, 8,60,68,0,15,0422,1930, ,0,M,0.0,0.00,29.25,29.96,5.2,28,6.2,7,215
2011-07-05,2,92,67,80,M,59,68,0,15,-,-, ,M,M,M,0.00,29.31,29.94,4.9,26,5.6,7,215
2011-07-06,1,86,70,78, 6,61,67,0,13,0423,1930, ,0,M,0.0,  T,29.27,29.97,5.7,4,7.5,7,216
2011-07-06,2,87,71,79,M,60,67,0,14,-,-, ,M,M,M,0.00,29.33,29.95,5.9,4,7.3,7,216
2011-07-07,1,82,63,73, 1,53,62,0, 8,0423,1930,RA,0,M,0.0,  T,29.22,29.95,5.1,7,6.2,7,217
2011-07-07,2,81,66,74,M,55,63,0, 9,-,-,RA,M,M,M,0.07,29.28,29.93,5.7,7,7.1,7,217
2011-07-08,1,86,61,74, 1,51,62,0, 9,0424,1929, ,0,M,0.0,0.00,29.17,29.88,5.1,6,6.0,7,218
2011-07-08,2,86,65,76,M,52,63,0,11,-,-, ,M,M,M,0.00,29.22,29.86,5.2,4,6.5,7,218
2011-07-09,1,91,61,76, 3,58,66,0,11,0425,1929, ,0,M,0.0,0.00,29.21,29.92,5.2,19,5.9,7,219
2011-07-09,2,90,67,79,M,60,68,0,14,-,-, ,M,M,M,0.00,29.27,29.90,5.4,18,6.5,7,219
2011-07-10,1,91,74,83,10,68,72,0,18,0425,1929,HZ,0,M,0.0,  T,29.18,29.89,9.3,19,9.7,7,220
2011-07-10,2,91,75,83,M,67,72,0,18,-,-,HZ,M,M,M,  T,29.23,29.87,7.8,19,8.1,7,220
2011-07-11,1,88,71,80, 7,71,74,0,15,0426,1928,HZ,0,M,0.0,0.39,29.12,29.82,5.5,25,8.5,7,221
2011-07-11,2,90,70,80,M,70,74,0,15,-,-,TSRA BR,M,M,M,0.13,29.18,29.81,5.3,24,8.0,7,221
2011-07-12,1,87,70,79, 6,63,69,0,14,0427,1928,RA,0,M,0.0,0.01,29.25,29.94,5.6,2,7.7,7,222
2011-07-12,2,88,71,80,M,64,69,0,15,-,-,RA,M,M,M,0.01,29.31,29.92,4.5,4,7.0,7,222
2011-07-13,1,74,63,69,-4,57,62,0, 4,0428,1927, ,0,M,0.0,0.00,29.35,30.06,10.5,4,10.9,7,223
2011-07-13,2,74,66,70,M,57,63,0, 5,-,-, ,M,M,M,0.00,29.40,30.04,11.6,4,12.2,7,223
2011-07-14,1,82,59,71,-2,56,63,0, 6,0428,1927, ,0,M,0.0,0.00,29.30,30.02,6.5,10,8.0,7,224
2011-07-14,2,82,65,74,M,56,63,0, 9,-,-, ,M,M,M,0.00,29.35,30.00,7.3,9,8.7,7,224
2011-07-15,1,87,70,79, 5,60,66,0,14,0429,1926, ,0,M,0.0,  T,29.27,29.98,5.4,9,6.7,7,225
2011-07-15,2,86,71,79,M,60,67,0,14,-,-, ,M,M,M,0.00,29.33,29.96,6.2,10,6.8,7,225
2011-07-16,1,89,71,80, 6,61,68,0,15,0430,1925,RA,0,M,0.0,  T,29.32,30.02,3.4,19,4.3,7,226
2011-07-16,2,90,74,82,M,60,68,0,17,-,-, ,M,M,M,0.00,29.38,30.00,2.5,19,2.7,7,226
2011-07-17,1,95,69,82, 8,69,74,0,17,0431,1925, ,0,M,0.0,0.00,29.35,30.06,6.2,22,6.4,7,227
2011-07-17,2,95,74,85,M,69,74,0,20,-,-, ,M,M,M,0.00,29.41,30.04,6.8,23,7.2,7,227
2011-07-18,1,92,80,86,12,75,78,0,21,0432,1924,RA HZ,0,M,0.0,0.01,29.23,29.96,10.6,25,10.8,7,228
2011-07-18,2,93,81,87,M,74,77,0,22,-,-,HZ,M,M,M,  T,29.29,29.94,11.2,24,11.7,7,228
2011-07-19,1,93,78,86,12,72,76,0,21,0433,1923, ,0,M,0.0,0.00,29.17,29.89,4.5,7,6.2,7,229
2011-07-19,2,92,79,86,M,73,77,0,21,-,-,BR,M,M,M,0.00,29.23,29.86,3.2,6,6.6,7,229
2011-07-20,1,99,73,86,12,73,77,0,21,0433,1923,BR HZ,0,M,0.0,0.02,29.08,29.80,9.0,23,10.7,7,230
2011-07-20,2,100,77,89,M,73,77,0,24,-,-,TS,M,M,M,0.00,29.15,29.78,7.6,23,9.9,7,230
2011-07-21,1,99,75,87,13,70,76,0,22,0434,1922,TS,0,M,0.0,0.02,29.10,29.80,6.2,28,8.8,7,231
2011-07-21,2,101,82,92,M,72,77,0,27,-,-, ,M,M,M,0.00,29.16,29.77,5.3,26,10.0,7,231
2011-07-22,1,88,70,79, 5,70,73,0,14,0435,1921,TS TSRA RA BR,0,M,0.0,1.55,29.18,29.88,1.7,9,9.0,7,232
2011-07-22,2,100,71,M,M,70,74,M,M,-,-,TS TSRA BR,M,M,M,0.14,29.23,29.86,3.8,10,8.2,7,232
2011-07-23,1,87,70,79, 5,70,73,0,14,0436,1920,TS TSRA RA BR,0,M,0.0,6.86,29.23,29.95,0.8,30,5.3,7,233
2011-07-23,2,87,70,79,M,70,73,0,14,-,-,TSRA RA BR VCTS,M,M,M,0.04,29.28,29.93,0.7,20,4.9,7,233
2011-07-24,1,87,72,80, 6,70,73,0,15,0437,1919,TS TSRA BR,0,M,0.0,0.18,29.26,29.97,1.5,23,6.4,7,234
2011-07-24,2,87,72,80,M,69,72,0,15,-,-,TS TSRA VCFG,M,M,M,0.02,29.32,29.95,0.7,20,5.7,7,234
2011-07-25,1,88,73,81, 7,66,71,0,16,0438,1918, ,0,M,0.0,0.00,29.20,29.91,3.4,32,6.5,7,235
2011-07-25,2,90,73,82,M,67,71,0,17,-,-, ,M,M,M,0.01,29.25,29.89,2.1,35,6.1,7,235
2011-07-26,1,83,71,77, 3,63,68,0,12,0439,1918, ,0,M,0.0,0.00,29.18,29.88,6.3,5,8.5,7,236
2011-07-26,2,85,72,79,M,62,68,0,14,-,-, ,M,M,M,0.01,29.23,29.86,5.9,6,8.0,7,236
2011-07-27,1,90,68,79, 5,66,70,0,14,0440,1917,TS TSRA,0,M,0.0,0.71,29.13,29.85,6.2,16,9.5,7,237
2011-07-27,2,92,72,82,M,66,71,0,17,-,-,TS BR,M,M,M,  T,29.21,29.84,6.0,16,9.9,7,237
2011-07-28,1,87,73,80, 6,71,74,0,15,0441,1916,TSRA RA BR,0,M,0.0,0.70,29.20,29.89,3.2,23,6.8,7,238
2011-07-28,2,88,74,81,M,71,74,0,16,-,-,TS RA,M,M,M,  T,29.26,29.87,3.3,21,6.8,7,238
2011-07-29,1,86,71,79, 5,67,71,0,14,0442,1915,BR,0,M,0.0,0.70,29.28,29.98,4.3,4,5.9,7,239
2011-07-29,2,86,74,80,M,69,72,0,15,-,-,TSRA BR,M,M,M,0.36,29.34,29.96,3.5,4,5.6,7,239
2011-07-30,1,91,67,79, 5,64,70,0,14,0443,1914, ,0,M,0.0,0.00,29.35,30.05,2.4,13,3.4,7,240
